0, 1, 3980
0, 2, 6238
0, 3, 3024
0, 4, 5507
0, 5, 7176
0, 6, 11935
0, 7, 8631
0, 8, 9819
0, 9, 6632
0, 10, 3033
0, 11, 8011
1, 2, 8643
1, 3, 4364
1, 4, 8837
1, 5, 5750
1, 6, 10224
1, 7, 4051
1, 8, 9417
1, 9, 6269
1, 10, 4879
1, 11, 6704
2, 3, 11067
2, 4, 11398
2, 5, 2407
2, 6, 2208
2, 7, 8196
2, 8, 10562
2, 9, 10223
2, 10, 12175
2, 11, 5039
3, 4, 11571
3, 5, 3444
3, 6, 10799
3, 7, 3656
3, 8, 230
3, 9, 4363
3, 10, 9525
3, 11, 4784
4, 5, 11914
4, 6, 9843
4, 7, 186
4, 8, 11252
4, 9, 1133
4, 10, 8167
4, 11, 6767
5, 6, 1782
5, 7, 4283
5, 8, 8612
5, 9, 6208
5, 10, 5115
5, 11, 5001
6, 7, 4040
6, 8, 3741
6, 9, 1515
6, 10, 6817
6, 11, 9473
7, 8, 6724
7, 9, 11372
7, 10, 10679
7, 11, 8055
8, 9, 10776
8, 10, 1061
8, 11, 6833
9, 10, 5650
9, 11, 10618
10, 11, 1208
