0, 1, 1
0, 2, 2
0, 3, 1
0, 4, 2
0, 5, 2
0, 6, 2
0, 7, 2
0, 8, 2
0, 9, 1
0, 10, 2
0, 11, 1
0, 12, 1
0, 13, 2
0, 14, 2
0, 15, 1
0, 16, 1
0, 17, 1
0, 18, 2
0, 19, 1
0, 20, 2
0, 21, 1
0, 22, 1
0, 23, 2
0, 24, 1
0, 25, 2
0, 26, 2
0, 27, 2
0, 28, 2
0, 29, 1
0, 30, 2
0, 31, 2
0, 32, 1
0, 33, 2
0, 34, 2
0, 35, 1
0, 36, 2
0, 37, 2
0, 38, 1
0, 39, 1
0, 40, 1
0, 41, 2
0, 42, 1
0, 43, 2
0, 44, 1
0, 45, 2
0, 46, 1
0, 47, 2
0, 48, 1
0, 49, 1
0, 50, 2
0, 51, 2
0, 52, 2
0, 53, 2
0, 54, 1
0, 55, 2
0, 56, 1
0, 57, 2
0, 58, 2
0, 59, 1
0, 60, 1
0, 61, 1
0, 62, 1
0, 63, 1
0, 64, 1
0, 65, 2
0, 66, 1
0, 67, 2
0, 68, 1
0, 69, 1
0, 70, 1
0, 71, 2
0, 72, 2
0, 73, 1
0, 74, 2
0, 75, 2
0, 76, 2
0, 77, 1
0, 78, 2
0, 79, 1
0, 80, 1
0, 81, 1
0, 82, 2
0, 83, 2
0, 84, 2
0, 85, 2
0, 86, 1
0, 87, 1
0, 88, 1
0, 89, 2
0, 90, 1
0, 91, 2
0, 92, 2
0, 93, 1
0, 94, 1
0, 95, 2
0, 96, 1
0, 97, 1
0, 98, 2
0, 99, 2
1, 2, 1
1, 3, 1
1, 4, 2
1, 5, 1
1, 6, 2
1, 7, 1
1, 8, 2
1, 9, 1
1, 10, 2
1, 11, 1
1, 12, 1
1, 13, 2
1, 14, 1
1, 15, 1
1, 16, 2
1, 17, 1
1, 18, 1
1, 19, 1
1, 20, 1
1, 21, 2
1, 22, 1
1, 23, 1
1, 24, 2
1, 25, 1
1, 26, 2
1, 27, 2
1, 28, 2
1, 29, 1
1, 30, 1
1, 31, 2
1, 32, 1
1, 33, 1
1, 34, 2
1, 35, 1
1, 36, 1
1, 37, 2
1, 38, 1
1, 39, 1
1, 40, 2
1, 41, 2
1, 42, 2
1, 43, 1
1, 44, 2
1, 45, 2
