0, 1, 1815
0, 2, 74
0, 3, 4766
0, 4, 2073
0, 5, 7312
0, 6, 7101
0, 7, 1459
0, 8, 271
0, 9, 4243
0, 10, 2293
0, 11, 5201
1, 2, 9379
1, 3, 5598
1, 4, 9662
1, 5, 6513
1, 6, 349
1, 7, 4248
1, 8, 9240
1, 9, 6880
1, 10, 958
1, 11, 6703
2, 3, 5286
2, 4, 5422
2, 5, 6437
2, 6, 6343
2, 7, 9373
2, 8, 304
2, 9, 9096
2, 10, 3832
2, 11, 4109
3, 4, 152
3, 5, 4543
3, 6, 1523
3, 7, 3845
3, 8, 372
3, 9, 9702
3, 10, 1976
3, 11, 1077
4, 5, 235
4, 6, 3594
4, 7, 4599
4, 8, 7915
4, 9, 4965
4, 10, 6455
4, 11, 3754
5, 6, 3869
5, 7, 468
5, 8, 2251
5, 9, 1410
5, 10, 2322
5, 11, 5705
6, 7, 7946
6, 8, 613
6, 9, 7174
6, 10, 3398
6, 11, 153
7, 8, 3852
7, 9, 8515
7, 10, 3866
7, 11, 3318
8, 9, 87
8, 10, 5808
8, 11, 8058
9, 10, 4400
9, 11, 9336
10, 11, 2913
