0, 1, 108
0, 2, 585
0, 3, 292
0, 4, 2939
0, 5, 3435
0, 6, 2294
0, 7, 2891
0, 8, 6473
0, 9, 7222
0, 10, 9577
0, 11, 4366
1, 2, 4316
1, 3, 4721
1, 4, 7059
1, 5, 6067
1, 6, 9773
1, 7, 1882
1, 8, 9478
1, 9, 6773
1, 10, 2614
1, 11, 3482
2, 3, 3292
2, 4, 1979
2, 5, 1323
2, 6, 2933
2, 7, 9220
2, 8, 127
2, 9, 418
2, 10, 2574
2, 11, 9641
3, 4, 3174
3, 5, 2592
3, 6, 9041
3, 7, 763
3, 8, 5945
3, 9, 1517
3, 10, 8534
3, 11, 7230
4, 5, 4757
4, 6, 3395
4, 7, 4583
4, 8, 8352
4, 9, 8772
4, 10, 1823
4, 11, 6613
5, 6, 4445
5, 7, 2312
5, 8, 8561
5, 9, 1010
5, 10, 2808
5, 11, 2939
6, 7, 8541
6, 8, 285
6, 9, 8305
6, 10, 7639
6, 11, 9610
7, 8, 4481
7, 9, 5027
7, 10, 2070
7, 11, 2724
8, 9, 8811
8, 10, 5342
8, 11, 2308
9, 10, 4566
9, 11, 7120
10, 11, 7563
