0, 1, 86402
0, 2, 65078
0, 3, 87106
0, 4, 68344
0, 5, 77334
0, 6, 23246
0, 7, 66911
0, 8, 63110
0, 9, 78146
0, 10, 67446
0, 11, 45624
1, 2, 8017
1, 3, 35466
1, 4, 35005
1, 5, 11328
1, 6, 69964
1, 7, 92754
1, 8, 29620
1, 9, 30099
1, 10, 21541
1, 11, 79394
2, 3, 66835
2, 4, 31939
2, 5, 59257
2, 6, 79425
2, 7, 22644
2, 8, 31518
2, 9, 44427
2, 10, 1068
2, 11, 95456
3, 4, 90527
3, 5, 57335
3, 6, 90062
3, 7, 61166
3, 8, 60814
3, 9, 12771
3, 10, 95446
3, 11, 47276
4, 5, 9044
4, 6, 26325
4, 7, 44832
4, 8, 47361
4, 9, 67157
4, 10, 74937
4, 11, 98926
5, 6, 85623
5, 7, 68250
5, 8, 51057
5, 9, 30125
5, 10, 80697
5, 11, 24862
6, 7, 51601
6, 8, 8990
6, 9, 78693
6, 10, 33500
6, 11, 26614
7, 8, 39035
7, 9, 64883
7, 10, 27969
7, 11, 76779
8, 9, 79368
8, 10, 79175
8, 11, 13621
9, 10, 92763
9, 11, 73162
10, 11, 84780
