0, 1, 3015
0, 2, 1090
0, 3, 1652
0, 4, 6622
0, 5, 2252
0, 6, 3295
0, 7, 7188
0, 8, 3379
0, 9, 9678
0, 10, 2978
0, 11, 6009
1, 2, 8644
1, 3, 8824
1, 4, 4928
1, 5, 3987
1, 6, 1782
1, 7, 4977
1, 8, 418
1, 9, 4412
1, 10, 4529
1, 11, 835
2, 3, 2243
2, 4, 4746
2, 5, 9042
2, 6, 9059
2, 7, 9058
2, 8, 3046
2, 9, 5532
2, 10, 7475
2, 11, 3772
3, 4, 3497
3, 5, 8458
3, 6, 3167
3, 7, 4369
3, 8, 8133
3, 9, 8404
3, 10, 5993
3, 11, 8399
4, 5, 6459
4, 6, 9687
4, 7, 4112
4, 8, 8820
4, 9, 2029
4, 10, 3463
4, 11, 6033
5, 6, 8259
5, 7, 1775
5, 8, 5799
5, 9, 8621
5, 10, 1542
5, 11, 637
6, 7, 3511
6, 8, 8960
6, 9, 9609
6, 10, 614
6, 11, 1964
7, 8, 8206
7, 9, 462
7, 10, 3528
7, 11, 2019
8, 9, 8482
8, 10, 2681
8, 11, 734
9, 10, 6648
9, 11, 6623
10, 11, 4339
